date,gp_log_678fa802,gp_ts_mean_36a2fb67,gp_delta_3cad6872,gp_delta_9e7e6de3,gp_390d175a,gp_ts_std_6b19a484,gp_acb1788a,gp_210ab9e7,gp_ts_std_2e3c7ab3,gp_1aa5045b,gp_ts_std_5b6e875a,close
2020-01-01,106.45744712045168,4.6149375744139824,0.0,0.0,0.0,7.680244474715048e-06,0.0,13251085.490952564,0.0,6.225792092844622e-06,0.0,101.02342830602247
2020-01-02,107.04224286826003,4.624243014637464,0.0,0.0,0.006813647056314046,0.8410057500775934,101.60092017140416,51506726.5557161,1.6328076084739277e-08,2.2626839445494004e-08,1.3857627394719056,101.6175294940543
2020-01-03,106.12912323416127,4.613711362395483,0.0,0.0,-0.010089424861985196,0.6582036003989659,0.0,20389808.078014728,3.2281010094875425e-08,5.394464022922533e-08,1.6710951754817915,100.69387820771355
2020-01-06,100.95010592972797,4.561582988374054,0.0,0.0,-0.3857981543979734,3.634889514913772,0.0,17135852.002157256,2.1212190175639768e-07,4.108577561859802e-07,1.9368945534809139,95.46273252925883
2020-01-07,99.27021042990934,4.536468118919288,0.0,0.0,-0.04965496503871186,4.228685807355404,0.0,16483165.725107532,2.565457314376312e-07,1.656540576935299e-07,0.6457096626213095,93.75772215998543
2020-01-08,104.04213720956602,4.59210400962759,-2.4381434756720495,0.0,0.24329227333617004,3.8059774552317776,101.60092017140416,19199184.435891174,1.9823641300704627e-07,2.5877940558632865e-07,1.3054080310519458,98.58528483035042
2020-01-09,102.89511025455046,4.5782646363383925,-4.186951804770246,0.0,-0.019202842737760826,3.4829066981074766,0.0,11720592.06570435,2.9716132756627693e-07,1.3824180656568623e-07,0.46520793165743846,97.43057768928405
2020-01-10,101.67052003572412,4.568696366619278,-4.273945569954094,0.0,-0.013257400962881211,3.2597840563214935,0.0,38424699.11246434,8.48356430008862e-08,3.291668458032735e-08,0.38800536444314443,96.41993263775946
2020-01-13,102.10363078805732,4.567283869294199,1.3888983635087442,0.0,0.003632633741741843,3.056397598797662,101.60092017140416,50808664.14830439,6.015504737295207e-08,1.6040225924191437e-08,0.2666480474156141,96.85163089276757
2020-01-14,102.54299579389694,4.580483902431713,3.546473771759267,0.0,0.0051656930957083985,2.8816245229127158,101.60092017140416,14464969.07847462,1.9921401195394694e-07,7.678239554541939e-08,0.38542668154873294,97.3041959317447
2020-01-15,102.35268629432052,4.574923398214147,-1.4769589023996872,0.0,-0.0007765142438450204,2.7355078868895437,0.0,43144535.25584671,6.340334576947014e-08,8.923026173226923e-09,0.14073431086224353,97.10832592795073
2020-01-16,99.79508189151748,4.54618718682362,-2.9085923755268936,0.0,-0.0774443387278211,2.745305906794688,0.0,52044955.572649136,5.274874147913408e-08,5.438237230949092e-08,1.0309700437308642,94.52198531375716
2020-01-17,98.54567408453514,4.537338954234672,-3.14927095583775,0.0,-0.02864414096324033,2.923100097491282,0.0,41681462.31618388,7.012949966384251e-08,5.122338405444666e-08,0.7304113718189907,93.27066168192171
2020-01-20,100.22350231430231,4.555791286827652,-1.8846886484857066,0.0,0.03206875324738288,2.8669562558399364,101.60092017140416,12071711.34570907,2.3749377149073445e-07,1.487263785137281e-07,0.626232753727314,94.96694224428187
2020-01-21,100.87361257207604,4.563352614882087,-1.679582101634665,0.0,0.006364885173635186,2.7727845598707437,101.60092017140416,20309604.161016375,1.365257805069886e-07,4.556692578951614e-08,0.3337605954003949,95.62461383011004
2020-01-22,103.08428271393255,4.581345317808026,0.8011736841298074,0.0,0.07800943374208205,2.678765277416758,101.60092017140416,32521853.980711814,8.236816016102558e-08,1.0278557404044576e-07,1.2478799312684075,97.90949961208054
2020-01-23,103.85049654723746,4.58961083540417,4.125039193289325,0.0,0.010432819666941803,2.627520059057691,101.60092017140416,42683525.2499053,6.15581783293197e-08,3.269254465010238e-08,0.5310836924901523,98.64702450704648
2020-01-24,110.55720792564195,4.654332892775819,12.059296756007512,0.0,0.5350851051438099,3.270743078898178,105.22588014049515,16531552.506401075,1.9784851287450073e-07,5.101453898612852e-07,2.5784646164355083,105.32995843792922
2020-01-27,110.80919646652698,4.658239321116241,10.57798846277214,0.0,0.0010650598793431885,3.6944576944202083,105.22588014049515,46776068.87597107,7.898179097128138e-08,1.1179058873382594e-08,0.14153969840272954,105.54493070705401
2020-01-28,110.00135611971143,4.6441988312122,8.8238814047225,0.0,-0.014067031867071403,3.900605054371347,0.0,9343374.081875592,4.17472855115348e-07,1.4342268355859852e-07,0.3435497225777009,104.44849523483254
2020-01-29,108.35678016559064,4.6311905293198095,4.881411366738817,0.0,-0.04405655340697849,3.897481586347406,0.0,38820079.105418056,1.0039859980098395e-07,7.037739778118036e-08,0.6903719687884091,102.79091097881935
2020-01-30,108.90832590448532,4.639067609740927,4.7033092910886865,0.0,0.004661187852116585,3.931535633978685,105.22588014049515,30863394.861093573,1.273850673807366e-07,2.7901311437909287e-08,0.2144519802065382,103.35033379813517
2020-01-31,107.50394548055063,4.623304701890298,-3.3997679715793794,0.0,-0.026986281572055584,3.899742056628723,0.0,47555893.7422692,8.200333859276221e-08,4.072952603008554e-08,0.47813048792559903,101.93019046634984
2020-02-03,102.17390177790517,4.57107545667898,-8.997013188560942,0.0,-0.32030525942889726,3.838940905701778,0.0,30855130.16023177,1.2441823728391434e-07,1.8621466484711906e-07,1.4552932988031948,96.54791751849307
2020-02-04,101.82807676803802,4.568320855703526,-8.183049332820758,0.0,-0.002230503432949302,3.7888100795628006,0.0,21988362.155236185,1.7230979064352708e-07,3.457049724359036e-08,0.20082903076088482,96.26544590201178
2020-02-05,101.82755596855097,4.562005259598076,-6.532301472400064,0.0,-2.0163208764974657e-05,3.733294662278986,0.0,6664642.2405174,5.601643010306817e-07,4.2598587976068504e-08,0.07470293305687876,96.25860950641929
2020-02-06,101.91862106698268,4.575904448082428,-6.946893183679904,0.0,0.00027503137320942725,3.6773664370184496,105.22588014049515,46562156.37799233,7.897758014395918e-08,3.931695115032329e-09,0.04797391792840038,96.40344061445526
2020-02-07,100.59923465545276,4.556019286618946,-6.605907719045021,0.0,-0.023488886626893378,3.6744956944040097,0.0,17671521.503578052,2.0793318185194262e-07,1.1741053128502987e-07,0.5336525484458163,95.32428274730482
2020-02-10,102.76666539366933,4.582430254006809,0.9837378156539529,0.0,0.05865426068399926,3.61914180132361,105.22588014049515,26540513.103586826,1.3636291759689076e-07,9.764729132573065e-08,0.6652772863426775,97.53165533414702
2020-02-11,105.4760890760137,4.612353462436722,4.036508920068002,0.0,0.10501532200352928,3.58127289722615,105.22588014049515,54685526.93363604,6.548849573255874e-08,6.95285132205897e-08,0.9705922992061172,100.30195482207978
2020-02-12,103.64515381841753,4.586781273350252,2.086381307449372,-2.803611326050955,-0.056004023930234785,3.521813825907745,0.0,42414830.43635366,8.369424318421744e-08,6.63545797748148e-08,0.7197528054630288,98.34499081386866
2020-02-13,103.7130899954773,4.58786716204124,1.9890397086138165,-3.6410063254720058,0.00021697014087982184,3.4646984837604733,105.22588014049515,12908523.321091078,2.6935175164785936e-07,3.482472011158837e-08,0.11831747337398939,98.39248032306908
2020-02-14,101.94583695746711,4.575349326640303,1.288426702353135,-3.7958360958892996,-0.0362238241077999,3.419523177935322,0.0,24028628.091839362,1.43227125102355e-07,8.183432179010162e-08,0.5519891093434616,96.61270944965796
2020-02-17,101.29532911634242,4.565518910156837,-1.5792841420972223,0.37754761813000925,-0.009086825680519692,3.395471180315912,0.0,32033415.588743225,1.0584020185344545e-07,4.121907112698734e-08,0.37537407641790804,95.9523711920498
2020-02-18,98.27275939323212,4.53203778447243,-7.40563447882468,-0.41270326441910754,-0.15791081193855347,3.52680569990768,0.0,60016401.74807026,5.797738818201201e-08,7.997971427741817e-08,1.2484332419843134,92.8963203432551
2020-02-19,95.65104005168808,4.506134989487466,-8.096292607142573,-8.13079859352834,-0.11467355645146887,3.7590645944948076,0.0,58300776.877723046,6.539963238815934e-08,6.704615588687217e-08,0.8938831931978584,90.24869820672609
2020-02-20,96.07100390567791,4.508903787111945,-7.66457443380483,-6.523114566727429,0.004886249613244566,3.865062599936289,105.22588014049515,12924986.396627955,3.094347609771681e-07,7.157521634364282e-08,0.19791976776734896,90.72790588926425
2020-02-21,96.45421533502382,4.515218119300623,-5.446971972248164,-5.020834242391274,0.002132575163311237,3.9370697118742544,105.22588014049515,36539724.622459106,1.133947220408476e-07,1.2152444186606504e-08,0.09780464406729723,91.16573747740979
2020-02-24,99.68489915114662,4.551024913132928,-1.3573898078954727,-1.5527911170859312,0.1775442552537308,3.9126744802552245,105.22588014049515,50983876.21368016,8.189008548815662e-08,9.606020164235984e-08,1.1826539759548809,94.59498138415432
2020-02-25,98.23103342664378,4.531374319787945,0.3058834614695911,-4.675464431097055,-0.03199800682510326,3.9262328090574656,0.0,49577860.11264062,8.570327712334823e-08,4.3189637953267904e-08,0.5637694703723318,93.20220380472469
2020-02-26,99.84321760417048,4.557048231171772,4.513822630571028,-1.7188514095970646,0.027645756601232852,3.8966479588998966,105.22588014049515,19769079.732575383,2.1600209062300235e-07,8.493091107629029e-08,0.47331269981110086,94.76252083729712
2020-02-27,101.52563044206771,4.568370557918178,5.728350112676495,2.114645224676778,0.04463946018902542,3.8545499236735554,105.22588014049515,32555084.007953618,1.3068449768797648e-07,7.808812771887498e-08,0.8147311768322169,96.45625600194074
2020-02-28,101.164687189087,4.5722113464720895,4.8088992561422685,3.316022437896109,-0.005025265938413091,3.81323347206977,0.0,18515283.792885978,2.2608099771193946e-07,5.408555616417406e-08,0.3644136145442576,95.97463673355206
2020-03-02,101.31942510764765,4.564811008034715,1.489028169169032,0.8623989326686967,0.0006808062107485572,3.7723143770755336,105.22588014049515,48472960.235943094,8.604209986392613e-08,1.2338594026501937e-08,0.21865492879882426,96.08400955332336
2020-03-03,100.92045266286055,5.4794304527577244,2.481206943463434,-0.01610745243480949,-0.004311846329176494,3.736884547761059,0.0,25280093.60132044,1.652208255725534e-07,4.0739115455908885e-08,0.37793554488754694,95.68341074818812
2020-03-04,100.09189411178457,5.535261996855078,0.08373234160592347,-2.5783163787382506,-0.014068897096938884,3.7139954472846832,0.0,20946725.13507049,2.0071153228074457e-07,7.609513468011668e-08,0.5885138432607542,94.84625317890304
2020-03-05,100.52796902053495,4.553084385876615,-1.1754291578881748,-3.5313652928685144,0.00517149423434273,3.682493607326135,105.22588014049515,32057223.42870279,1.312425707452927e-07,3.536977141926612e-08,0.42274446893642387,95.28082684405257
2020-03-06,100.99044102991931,4.559305858243988,-0.22511640774777675,-9.521969894365157,0.00575571492035008,3.645335311439123,105.22176955088946,29718154.048718743,1.3039729328078033e-07,3.9566272607721145e-08,0.4367253782951413,95.74952032580428
2020-03-09,101.68482034742952,4.570844648909816,0.37939499121834785,-8.82456447836671,0.009626040299500494,3.608328717802551,104.20487892273955,22756012.98122327,1.530023889134172e-07,5.7159221733066825e-08,0.48566460364902236,96.4634045445417
2020-03-10,103.42626876282682,4.585585516034692,2.5551557334256927,-5.919440471448567,0.052499539168642,3.5721000917223966,102.63808478215923,54578581.009168416,5.715207453388211e-08,5.323255240925883e-08,1.2012050216724661,98.23856648161382
2020-03-11,104.50038976826774,4.609435938702106,4.433735800102809,-2.208696389219398,0.019487694889256,3.5484500233628604,102.63808478215923,40467240.43528804,7.312136932055976e-08,4.590834605310372e-08,0.7416469279675538,99.27998897900585
2020-03-12,105.07016854908503,4.603406165289628,4.490193332119361,-3.6240954092908453,0.0036569087929974246,3.5370389958832553,101.41340478607543,9685655.804961028,2.836829243108739e-07,7.671502388719406e-08,0.28260148683604874,99.77102017617193
2020-03-13,104.18144740507984,4.593671555603843,3.082926829955781,-2.9732718508928286,-0.013855434414319986,3.5106652688314917,0.0,19577726.933155984,1.3118038421076258e-07,7.452283413909234e-08,0.534226776112455,98.83244715576006
2020-03-16,103.39974104160825,4.585643798210591,1.579308490353526,1.418307100637179,-0.01220498890210493,3.4786046031385762,0.0,22903279.224124987,1.1304616228674277e-07,6.615674653082577e-08,0.5426537449394591,98.04271303489523
2020-03-17,103.55709229992382,4.583749103126584,-0.040396883487034074,1.4985375949601831,0.0009395031444172371,3.4515719821063024,100.12805641269748,33553796.350306284,7.851224787701747e-08,1.7686866755003832e-08,0.2158876611155417,98.19816959812678
2020-03-18,108.22281683001789,5.4786310304111385,3.63961923240133,7.713436654067522,0.3039955331390292,3.463021794423234,100.74945014719027,72431230.92632379,3.8716026043723565e-08,9.148820633683542e-08,2.525246119790635,102.91960821140718
2020-03-19,104.13114420047421,6.238962483944824,-0.9890737141220711,1.721365763882119,-0.20144246395558482,3.436673760272839,0.0,34705412.84218516,8.180464291500248e-08,1.3857229346957011e-07,2.012398878876701,98.78194646204986
2020-03-20,102.60695406250098,6.8309493417688465,-1.5457019261187241,2.567867443581733,-0.02591952776657399,3.4066521843567994,0.0,18722246.889800504,1.5161541723702986e-07,9.007891460948375e-08,0.807090265587112,97.28674522964134
2020-03-23,106.03063660970278,7.0843515969538755,2.7083241560913365,3.121777018972537,0.17127520763096538,3.4048070740181227,100.74945014719027,65050237.310810685,4.528514454507334e-08,7.657388065219927e-08,2.29059389205009,100.75103719098657
2020-03-24,106.80957880190485,6.995573086456361,3.343352705485529,1.3236505761335593,0.010468558263653917,3.4216583025259615,101.16134315874325,17414846.271193538,1.7240884041395296e-07,7.721776091807402e-08,0.623667301875076,101.54152230361231
2020-03-25,109.54478614254457,7.162165666580465,1.2252582831327885,5.745852889661009,0.0657443723063918,3.511632594584968,103.92946248800489,8882771.73746303,3.748875531833241e-07,2.960849674493617e-07,1.0369039515392067,104.14486649453997
2020-03-26,109.13643241281082,7.4217700570644105,4.899700410303566,5.979343399214372,-0.0037146065316136425,3.556592261134488,0.0,27476288.487451088,1.2971293590910555e-07,3.026005334569767e-08,0.2989725520357461,103.68164687235343
2020-03-27,108.69537453184955,7.6512053322313776,5.9022724990948205,5.7408056294080865,-0.004589510664343493,3.604590188501758,0.0,35174684.66182057,1.066319579301776e-07,2.7330624046140933e-08,0.3310247817648441,103.18901772873616
2020-03-30,108.46123518874839,7.880536959005141,2.2039227777507904,6.698677667314698,-0.0016209435331755492,3.6481132063077637,0.0,44529682.16242181,8.766409618086249e-08,1.601188714736555e-08,0.23948196980347197,102.95495996873736
2020-03-31,106.48783412166284,8.3145909247303,-0.5766995244365489,8.157015603869283,-0.05797732956754815,3.6185132601890224,0.0,7390128.324322797,5.138219502052509e-07,3.980093733880053e-07,1.0279536458262315,100.96482277917576
2020-04-01,107.81278771707792,8.658544690471942,-1.8429409287225127,11.769541835811665,0.026418622175169736,3.664642267909816,103.92946248800489,38443785.68050904,9.291514623671172e-08,5.25778751429251e-08,0.7521418085996902,102.30192556581746
2020-04-02,112.17193495235139,9.149200348084555,3.015237701603567,15.249836063180865,0.2906007279008256,3.8143899063818494,105.60600210657542,68983633.44121838,5.258614544262898e-08,1.0226983196047162e-07,2.5111820616916156,106.69688457395699
2020-04-03,111.16890411087685,9.466220907436451,2.50185869674344,14.359200744988087,-0.01783229586487341,3.9239362721176163,0.0,6617410.251482523,5.429028805910162e-07,2.8310999495822913e-07,0.6618166279440079,105.6908764254796
