date,ret_kurt_60,atr_norm_60,close
2020-01-01,,,101.02342830602247
2020-01-02,,,101.6175294940543
2020-01-03,,,100.69387820771355
2020-01-06,,,95.46273252925883
2020-01-07,,,93.75772215998543
2020-01-08,,,98.58528483035042
2020-01-09,,,97.43057768928405
2020-01-10,,,96.41993263775946
2020-01-13,,,96.85163089276757
2020-01-14,,,97.3041959317447
2020-01-15,,,97.10832592795073
2020-01-16,,,94.52198531375716
2020-01-17,,,93.27066168192171
2020-01-20,,,94.96694224428187
2020-01-21,,,95.62461383011004
2020-01-22,,,97.90949961208054
2020-01-23,,,98.64702450704648
2020-01-24,,,105.32995843792922
2020-01-27,,,105.54493070705401
2020-01-28,,,104.44849523483254
2020-01-29,,,102.79091097881935
2020-01-30,,,103.35033379813517
2020-01-31,,,101.93019046634984
2020-02-03,,,96.54791751849307
2020-02-04,,,96.26544590201178
2020-02-05,,,96.25860950641929
2020-02-06,,,96.40344061445526
2020-02-07,,,95.32428274730482
2020-02-10,,,97.53165533414702
2020-02-11,,,100.30195482207978
2020-02-12,,,98.34499081386866
2020-02-13,,,98.39248032306908
2020-02-14,,,96.61270944965796
2020-02-17,,,95.9523711920498
2020-02-18,,,92.8963203432551
2020-02-19,,,90.24869820672609
2020-02-20,,,90.72790588926425
2020-02-21,,,91.16573747740979
2020-02-24,,,94.59498138415432
2020-02-25,,,93.20220380472469
2020-02-26,,,94.76252083729712
2020-02-27,,,96.45625600194074
2020-02-28,,,95.97463673355206
2020-03-02,,,96.08400955332336
2020-03-03,,,95.68341074818812
2020-03-04,,,94.84625317890304
2020-03-05,,,95.28082684405257
2020-03-06,,,95.74952032580428
2020-03-09,,,96.4634045445417
2020-03-10,,,98.23856648161382
2020-03-11,,,99.27998897900585
2020-03-12,,,99.77102017617193
2020-03-13,,,98.83244715576006
2020-03-16,,,98.04271303489523
2020-03-17,,,98.19816959812678
2020-03-18,,,102.91960821140718
2020-03-19,,,98.78194646204986
2020-03-20,,,97.28674522964134
2020-03-23,,,100.75103719098657
2020-03-24,,0.02158349670085996,101.54152230361231
2020-03-25,1.3484031847125393,0.021247215322237667,104.14486649453997
