date,ret_kurt_60,atr_norm_60,volume_ratio_5,close
2020-01-01,,,,101.02342830602247
2020-01-02,,,,101.6175294940543
2020-01-03,,,,100.69387820771355
2020-01-06,,,,95.46273252925883
2020-01-07,,,0.6939308051161251,93.75772215998543
2020-01-08,,,0.769723968834549,98.58528483035042
2020-01-09,,,0.6900261953772645,97.43057768928405
2020-01-10,,,1.8659380070315899,96.41993263775946
2020-01-13,,,1.8592666117192058,96.85163089276757
2020-01-14,,,0.5372594074834606,97.3041959317447
2020-01-15,,,1.3604816440100167,97.10832592795073
2020-01-16,,,1.3083997487557384,94.52198531375716
2020-01-17,,,1.0309814144512994,93.27066168192171
2020-01-20,,,0.36937415596994727,94.96694224428187
2020-01-21,,,0.5999802638641842,95.62461383011004
2020-01-22,,,1.0250878956007683,97.90949961208054
2020-01-23,,,1.4297599063475845,98.64702450704648
2020-01-24,,,0.6659597953367962,105.32995843792922
2020-01-27,,,1.472588519201357,105.54493070705401
2020-01-28,,,0.31596115152822335,104.44849523483254
2020-01-29,,,1.2591281463820954,102.79091097881935
2020-01-30,,,1.0841855449535895,103.35033379813517
2020-01-31,,,1.3716030226384093,101.93019046634984
2020-02-03,,,0.979914482388864,96.54791751849307
2020-02-04,,,0.6464014702040316,96.26544590201178
2020-02-05,,,0.24159960680254686,96.25860950641929
2020-02-06,,,1.5154368532980824,96.40344061445526
2020-02-07,,,0.714048111768837,95.32428274730482
2020-02-10,,,1.1111586862161653,97.53165533414702
2020-02-11,,,1.797395462382461,100.30195482207978
2020-02-12,,,1.128807249510327,98.34499081386866
2020-02-13,,,0.41850754471685847,98.39248032306908
2020-02-14,,,0.7481916830692519,96.61270944965796
2020-02-17,,,0.9644498490612688,95.9523711920498
2020-02-18,,,1.750751801703905,92.8963203432551
2020-02-19,,,1.5564493203332375,90.24869820672609
2020-02-20,,,0.3450265876599246,90.72790588926425
2020-02-21,,,0.9143374822998904,91.16573747740979
2020-02-24,,,1.1652617587032095,94.59498138415432
2020-02-25,,,1.1899035351121412,93.20220380472469
2020-02-26,,,0.5821437134647219,94.76252083729712
2020-02-27,,,0.8593104565802446,96.45625600194074
